rank,owner_address,owner_type,ownership_sources,non_custodial_direct_cpal,non_custodial_direct_cpal_raw,attributed_backstop_cpal_equivalent,attributed_backstop_cpal_equivalent_raw,unattributed_backstop_custody_cpal,unattributed_backstop_custody_cpal_raw,flattened_total_cpal,flattened_total_cpal_raw,share_of_total_supply_percent_12dp,backstop_pool_count,backstop_pool_names,backstop_pool_addresses
1,GCA34HBKNLWN3AOXWBRW5Y3HSGHCWF3UDBRJ5YHGU6HWGJZEPO2NSXI3,account,direct+backstop_attributed,1469074.6065957,14690746065957,325764.8316637,3257648316637,0.0000000,0,1794839.4382594,17948394382594,12.284954304414,2,Fixed|Orbit,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC
2,GDTZSZTGBXPBV4GC7AUYNWUWCAT56CNYSKR7IOIZYNAOPIWCWWHMTIPS,account,backstop_attributed,0.0000000,0,1130834.1118748,11308341118748,0.0000000,0,1130834.1118748,11308341118748,7.740104821703,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
3,CBZUCS36UVRY4ZAHJIKUOGFZWOOK6SPZOIZIA25IOP47P5W6BMVUAEM5,contract,backstop_attributed,0.0000000,0,819617.1115201,8196171115201,0.0000000,0,819617.1115201,8196171115201,5.609949585187,1,YieldBlox,CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
4,GATVKWD4ZEZFG5JLZQIIZ3GSTZ6DDHGOMVXCIGAHXEFEX76NDDMOVBJJ,account,backstop_attributed,0.0000000,0,681875.5053970,6818755053970,0.0000000,0,681875.5053970,6818755053970,4.667163672994,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
5,GCQQRVD75YXVFWTURGHNQJY2G3QVNUYYAUGNRAHVRGTVXL47JP5MH6SU,account,backstop_attributed,0.0000000,0,667619.3619882,6676193619882,0.0000000,0,667619.3619882,6676193619882,4.569586103323,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
6,GCYVR6JS6DLRAFF2HEC6LN7J6H6JS2VMERCTGV64RESTZAJMOHB5RHU7,account,direct+backstop_attributed,2.8340208,28340208,552004.7157843,5520047157843,0.0000000,0,552007.5498051,5520075498051,3.778269732931,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
7,GDCY2PONYVU46RDOWURDYTT7K46EWI2LDZO7NPK5MSB7WSRXAI5IOB4C,account,direct+backstop_attributed,152678.5841002,1526785841002,386938.6978177,3869386978177,0.0000000,0,539617.2819179,5396172819179,3.693463330994,5,Etherfuse|Fixed|Forex|Orbit|YieldBlox,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI|CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF|CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
8,GBUNDGF4GERH44WAOSJFBDZG5AFFHSZBAZVTFNN4SOE63BGDDDYQAV2G,account,backstop_attributed,0.0000000,0,501779.8714694,5017798714694,0.0000000,0,501779.8714694,5017798714694,3.434481469749,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
9,GAGNU4JUDML3BYEAH5MOKWDNYSIMWNKP2WZX5XM4WZZ4H7Y4RPGYBLOX,account,backstop_attributed,0.0000000,0,435602.9891165,4356029891165,0.0000000,0,435602.9891165,4356029891165,2.981527317759,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
10,GD5ZJB3TDU6JIBIEWQNCDN2KEOBI5XX2G5RZUBM4SL7KWCCIO3FDIFTF,account,backstop_attributed,0.0000000,0,355697.9576472,3556979576472,0.0000000,0,355697.9576472,3556979576472,2.434609504740,3,Etherfuse|Fixed|YieldBlox,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI|CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
11,CAO3AGAMZVRMHITL36EJ2VZQWKYRPWMQAPDQD5YEOF3GIF7T44U4JAL3,contract,direct,354015.8177352,3540158177352,0.0000000,0,0.0000000,0,354015.8177352,3540158177352,2.423095933380,0,,
12,GB5F2BYPFRSCMQPPR226EDCMZDVAVYNN5JIEDLPIN2AV3QMYKUFNXHNB,account,backstop_attributed,0.0000000,0,285045.4295750,2850454295750,0.0000000,0,285045.4295750,2850454295750,1.951021357323,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
13,CDJDJJYJU5DDX267RYB3RWYS6FFJXAXQABV2YNXJ3RGFEIR3X7B43UPQ,contract,backstop_attributed,0.0000000,0,263607.5084774,2636075084774,0.0000000,0,263607.5084774,2636075084774,1.804287406948,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
14,GCWAUSZKOQYTRTNVILVWSZI53ZGHWZT62LXFHGXZ5PKKYA2RLABJSK76,account,backstop_attributed,0.0000000,0,250936.4001982,2509364001982,0.0000000,0,250936.4001982,2509364001982,1.717558765445,3,Fixed|Orbit|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
15,GAZDDN2QK5EQZY2BCO4GLE36IHJJCQ54EQ5HP5P3NI2K6WOHGGHWH5QJ,account,backstop_attributed,0.0000000,0,235124.9319826,2351249319826,0.0000000,0,235124.9319826,2351249319826,1.609335622820,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
16,GA7Y6K6RXCQPZHZJ2RYXJTWHD236WFWOSVCADMXRABHF5K4TFEOGDM7N,account,backstop_attributed,0.0000000,0,216541.4457662,2165414457662,0.0000000,0,216541.4457662,2165414457662,1.482139131525,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
17,GCILPNV26SBEGMUWKCKM7TQOJXOHU23JMFWBAEGEFGOATPERAHLYHUS2,account,backstop_attributed,0.0000000,0,203281.8734223,2032818734223,0.0000000,0,203281.8734223,2032818734223,1.391382690103,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
18,GCFJLCJ4HEB5OQRDSIEWQKAL7OBONG4SEWNEVW34SJQGCQ7ALFGQ22FV,account,backstop_attributed,0.0000000,0,198789.7794807,1987897794807,0.0000000,0,198789.7794807,1987897794807,1.360636113207,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
19,GAEBP4VL2XZTJ46IBYTZ5TTWDYAEEXMPNB45W6GGEUSIYWDFGWM3IHTQ,account,backstop_attributed,0.0000000,0,197637.0073125,1976370073125,0.0000000,0,197637.0073125,1976370073125,1.352745851211,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
20,GC2LIJHKPVSTUILOTPGAEBEGIS4NCMRQEOP3Z45CFYT7NTJCOJDTTP5X,account,backstop_attributed,0.0000000,0,195218.7508038,1952187508038,0.0000000,0,195218.7508038,1952187508038,1.336193857716,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
21,GC2CNV3ZP2ARORYJMPFYO56LJVVMN2QLLVCICQD24B3QMDZ5FQZVJOM7,account,backstop_attributed,0.0000000,0,186792.3825632,1867923825632,0.0000000,0,186792.3825632,1867923825632,1.278518755096,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
22,GDMCUWYGHGOM2AIWVFJVW6PW3Y77CL5BSIF67BKHOMDEZMCXHFQW7VTK,account,backstop_attributed,0.0000000,0,184902.3561571,1849023561571,0.0000000,0,184902.3561571,1849023561571,1.265582284269,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
23,GCDSXXUQALVLEOJZWHPQQM2LKVFBDJGMUJXW46C2BGO5QCSI25LYC3YG,account,backstop_attributed,0.0000000,0,181481.2996544,1814812996544,0.0000000,0,181481.2996544,1814812996544,1.242166528011,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
24,GAFJVX6JYGN76D6IX6FBYJDJMWBGFIV2NZROVCJN4PZP3HDGRWSZXAKV,account,backstop_attributed,0.0000000,0,181395.7326726,1813957326726,0.0000000,0,181395.7326726,1813957326726,1.241580856424,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
25,GA5HXKKBJUDUBJBGLWASUN2RHW6OM6WKESDREEQFCT3Q2PS57K44IF6U,account,backstop_attributed,0.0000000,0,176917.1574078,1769171574078,0.0000000,0,176917.1574078,1769171574078,1.210926809436,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
26,GDIQFXBZAS4TA5Z7JSCOLGSDFMK4UF4SPYER5IVPNRPUYFQ6U4GKVZ7P,account,backstop_attributed,0.0000000,0,174539.6167273,1745396167273,0.0000000,0,174539.6167273,1745396167273,1.194653499415,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
27,GDSANA2XZQJLPEWXKAF5XYOFYNJXCDQNFUJMW3EVGASIAXALG65YIHXC,account,backstop_attributed,0.0000000,0,158269.3514328,1582693514328,0.0000000,0,158269.3514328,1582693514328,1.083290075254,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
28,CCJGQ7FUZ7KTRRBMW3KJ2IUNKN2TTJ6HKEKUZVORQBALMJNTUT6XVYVH,contract,backstop_attributed,0.0000000,0,149999.1252928,1499991252928,0.0000000,0,149999.1252928,1499991252928,1.026683702532,1,Orbit,CAE7QVOMBLZ53CDRGK3UNRRHG5EZ5NQA7HHTFASEMYBWHG6MDFZTYHXC
29,GBUAECU5BYGLAJWQYOPYV3ZMFNUHD6XLARQBELQAZBAXBHPSKEOGZFZD,account,backstop_attributed,0.0000000,0,146413.7559055,1464137559055,0.0000000,0,146413.7559055,1464137559055,1.002143290645,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
30,GAYRDQ2S74LVNJVVCYNCE45K5SMLUHSOGQF6LH3JUH3IVEUBINYPQQJ4,account,backstop_attributed,0.0000000,0,141808.8036137,1418088036137,0.0000000,0,141808.8036137,1418088036137,0.970624243719,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
31,GBTTT6GJABS26S7R6LCO6ASSUNZCST5IT7C54JDEJ2RSV2BUHU4H6VS5,account,backstop_attributed,0.0000000,0,135659.1152344,1356591152344,0.0000000,0,135659.1152344,1356591152344,0.928532099366,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
32,GA4L76V5Z6YHB7YW6NDQ5GOZZTJNSG6RHTWDFPGEP3MGZD47VWGXLOOP,account,backstop_attributed,0.0000000,0,135413.9126987,1354139126987,0.0000000,0,135413.9126987,1354139126987,0.926853786597,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
33,GBPPGSHXAVDCN4OU45QIBIFIMA4VWKI3RY4X3Z7424KXKYIQBPCJR7CI,account,backstop_attributed,0.0000000,0,125213.5593124,1252135593124,0.0000000,0,125213.5593124,1252135593124,0.857036468920,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
34,GCMM7MEPM7HK7XYBWOVYJSQAEG2TAQ6H6HYZBNG4EZE3IXX4XO6H57DO,account,backstop_attributed,0.0000000,0,119760.6985663,1197606985663,0.0000000,0,119760.6985663,1197606985663,0.819713829543,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
35,GDXBTISCOXC2SOIV24MGTXFQLZ2LOE3ZKYWTHGYDYCJRXF3T47BMFILO,account,backstop_attributed,0.0000000,0,114725.0716025,1147250716025,0.0000000,0,114725.0716025,1147250716025,0.785246987649,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
36,GCRU3HYKAAN4PF4DHMSRBX7AHNLZSR3WSOANTZAYZRGJXUNM6ZEHBCXM,account,backstop_attributed,0.0000000,0,113813.5171847,1138135171847,0.0000000,0,113813.5171847,1138135171847,0.779007764167,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
37,GDDIQ77QRV2LAK3I2K6SVB7VGTDOT4WRTUTXOX2TAAS2WVUFDTHILJTD,account,backstop_attributed,0.0000000,0,104790.9269793,1047909269793,0.0000000,0,104790.9269793,1047909269793,0.717251761921,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
38,CD7UCK6QPQVXGHI36HEVNAJXRO6GPFWSVBJDXK37ENL3DZ2NKEX5WM4S,contract,direct,100068.0000001,1000680000001,0.0000000,0,0.0000000,0,100068.0000001,1000680000001,0.684925225694,0,,
39,GCPIKUGS2RNSH6HAKUSIDBAVHC62QMDFUNXUTET4Q3YDDCUO5B3F7D45,account,backstop_attributed,0.0000000,0,97956.0052498,979560052498,0.0000000,0,97956.0052498,979560052498,0.670469470797,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
40,GDLI5PY2ONAYPWCRBM3GRLIXQ66P2V57HJXN77WSEZSLSKOUOHEMCOPK,account,direct+backstop_attributed,95.4662723,954662723,97297.5442653,972975442653,0.0000000,0,97393.0105376,973930105376,0.666615998355,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
41,GAVR4ZXRXGNRCPGEIKEG6CRSMNTNDCVDJELXFMU5TQ6YONPOJIP7O6MU,account,backstop_attributed,0.0000000,0,95725.0594732,957250594732,0.0000000,0,95725.0594732,957250594732,0.655199543952,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
42,GBPFUT76CUQTILFAOSTQ2PRFHIVQDG4PJESPM6DSFBZF56X5E5ZRYDAD,account,backstop_attributed,0.0000000,0,92402.9328826,924029328826,0.0000000,0,92402.9328826,924029328826,0.632460923166,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
43,GDG7PTG6J62HPE74BVWNSQWTPSZKBXN6RRUKJRDEEXPSC2OTXXVLIANW,account,backstop_attributed,0.0000000,0,91881.4379136,918814379136,0.0000000,0,91881.4379136,918814379136,0.628891499780,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
44,GAXOCT452OQUY6KFQOIP4RCHOPZGLLRGRFEDAZMK7A2SSY7REWF7QX2C,account,backstop_attributed,0.0000000,0,76301.7382421,763017382421,0.0000000,0,76301.7382421,763017382421,0.522254719653,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
45,GCKXRM7YSVMBVGW6OUYC2TK25CEYTDCH4QOOXXOJOKVLQ2DBDFUAJJ2F,account,backstop_attributed,0.0000000,0,71148.0018403,711480018403,0.0000000,0,71148.0018403,711480018403,0.486979466144,1,Etherfuse,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI
46,GBZOB7C7TJMIIQ2GCJPIFIZORNN5PV25I3AQIMFNO2RRS5NVG3CFP5UF,account,backstop_attributed,0.0000000,0,66074.5537164,660745537164,0.0000000,0,66074.5537164,660745537164,0.452253753615,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
47,GDVSMBB42NDHSCP4MZAEX4G7QWUPR6ZE2KVW23ZY6HNK3SL5M2CYANSA,account,backstop_attributed,0.0000000,0,62859.6142678,628596142678,0.0000000,0,62859.6142678,628596142678,0.430248785719,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
48,GBIIUZH63Z262QXGKJIP3ZU5DS7L4L2TBTYGPXRIGQXZAF25A72YNULL,account,backstop_attributed,0.0000000,0,56473.1769971,564731769971,0.0000000,0,56473.1769971,564731769971,0.386536190394,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
49,GDEUXEYTXHTXS666SIO7MNCPTPTC2PQPIVZQCG55BPKMRHMXAW6OADA6,account,backstop_attributed,0.0000000,0,53786.6893980,537866893980,0.0000000,0,53786.6893980,537866893980,0.368148262933,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
50,GC4V7DAIR5QQ6OMQV2TNC22I54PNCKLXA6WW2VK4NFPR6H2XIGNF6MUZ,account,backstop_attributed,0.0000000,0,49543.3092042,495433092042,0.0000000,0,49543.3092042,495433092042,0.339104031641,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
51,GDGWSRSHQ6HQ2OMJHZWCN26NW7RWCKJUYFQFEZTUNIDI2PCBWZS35COM,account,backstop_attributed,0.0000000,0,49299.4118063,492994118063,0.0000000,0,49299.4118063,492994118063,0.337434652016,1,Solv,CC4HHXPKR3FIXUQEC53MAK2IVWD6APAEBBXP5XCIW5FISN6PQOAC6UXG
52,GCKOP53YBVKUNFWSSHMGMYBSCSJGPFAWRWTELERE6S3WVTW44MJ7ARQ3,account,backstop_attributed,0.0000000,0,43019.2147988,430192147988,0.0000000,0,43019.2147988,430192147988,0.294449228577,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
53,GBSDNLUEPQEM7YUCJPYND3HI7DUFTKNWVUCHLO43K6YUOPGY2HM6GIWU,account,backstop_attributed,0.0000000,0,42891.9106517,428919106517,0.0000000,0,42891.9106517,428919106517,0.293577882875,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
54,GAC7ZDMD54QZV5FCK3MVLQWX3ITMEDDJOZMPVQQRWLFA2CERYAMS2QCX,account,backstop_attributed,0.0000000,0,42865.4734071,428654734071,0.0000000,0,42865.4734071,428654734071,0.293396930565,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
55,GBXQRU73P63NSSEKRQRYQTSQ6SDUQY7LM6JEPD56WDQLSBT2FCDIQ6H7,account,backstop_attributed,0.0000000,0,39657.5204479,396575204479,0.0000000,0,39657.5204479,396575204479,0.271439782380,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
56,GCOTFUPCJTKRQBPQC5ZHWAPE4JWOFD5A5436QOO63KCF6YAJITEZD7SS,account,backstop_attributed,0.0000000,0,35461.3118733,354613118733,0.0000000,0,35461.3118733,354613118733,0.242718421855,3,Fixed|Forex|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CBYOBT7ZCCLQCBUYYIABZLSEGDPEUWXCUXQTZYOG3YBDR7U357D5ZIRF|CBNR7PYFY775UG7W37B4OJG2OBBUKLFW6VIBHFDKKLR2HECPRMRZMDK3
57,GDDRDRB25ERBKFF3UGCWNYHVZLRP5KXUBEICJZ2RN3EN7RL77ZOWP5NX,account,backstop_attributed,0.0000000,0,35058.0205654,350580205654,0.0000000,0,35058.0205654,350580205654,0.239958055003,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
58,GDVPI24BHUIQ5QNIYFRIV4TZL6UUDIXQWXAZEZQUFIDULC6EVN6DKNDL,account,backstop_attributed,0.0000000,0,32087.6893731,320876893731,0.0000000,0,32087.6893731,320876893731,0.219627332272,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
59,GDSEX2EEH6TRBY5MNEKHI3KDLUUQYR7YOUP5TDCASWYZDZ747Q6KGUS6,account,backstop_attributed,0.0000000,0,29775.0816358,297750816358,0.0000000,0,29775.0816358,297750816358,0.203798462140,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
60,GBNQH57WH6MJHS2CTIZ2OWTAID7G6Q5GAUMSPHJF3443PWOINZJXZOOE,account,backstop_attributed,0.0000000,0,28985.8697193,289858697193,0.0000000,0,28985.8697193,289858697193,0.198396623890,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
61,GDEUQWHIBXZTP6GJRHOWTZ5VMTSLFKLHYNFSGAH6KUJYPKIG5ZQVB53V,account,backstop_attributed,0.0000000,0,28688.5453966,286885453966,0.0000000,0,28688.5453966,286885453966,0.196361558446,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
62,GDGW4YGH4IGTMDNJRZTXNKC72ESMIKTZN4TWUVJF5KURFRQJKD6KSTAR,account,direct+backstop_attributed,20706.8779276,207068779276,5126.5763415,51265763415,0.0000000,0,25833.4542691,258334542691,0.176819607623,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
63,GCIMUKEGLOTE3QNEHYXH4FAN3WNXUGLKGHXXQUSD3ZWQHXDZUBI4XLTB,account,backstop_attributed,0.0000000,0,25536.7135429,255367135429,0.0000000,0,25536.7135429,255367135429,0.174788536663,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
64,GA2GD7P5MQU2FLF5NP26UJ3KAY5XX42OTJLCG455NUEKPRHLKLJCGJKU,account,backstop_attributed,0.0000000,0,21891.2811275,218912811275,0.0000000,0,21891.2811275,218912811275,0.149837017497,2,Fixed|YieldBlox,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
65,GC3ISVU5FSWWKB676TVQNMYWSVV7MBWMHWBPJGSMZC544QPFPYDGOBKB,account,backstop_attributed,0.0000000,0,21662.4393892,216624393892,0.0000000,0,21662.4393892,216624393892,0.148270687809,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
66,GDWJHMXNH6M7WBSUMSKNDGABLMIJGWE7MACUPFBTZCX33ZZCDC25UZPL,account,backstop_attributed,0.0000000,0,21501.2289464,215012289464,0.0000000,0,21501.2289464,215012289464,0.147167267146,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
67,GDR7P45P556MYOWHU23TSOKPERC4PCZ2DTG43UYXPP2ELPZDWE7SCZNJ,account,backstop_attributed,0.0000000,0,20772.8172606,207728172606,0.0000000,0,20772.8172606,207728172606,0.142181582029,3,Etherfuse|Fixed|YieldBlox,CDMAVJPFXPADND3YRL4BSM3AKZWCTFMX27GLLXCML3PD62HEQS5FPVAI|CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD|CCCCIQSDILITHMM7PBSLVDT5MISSY7R26MNZXCX4H7J5JQ5FPIYOGYFS
68,GC35W3ZETTUY7YBODRKJIPUVYS574MMHDM4FHD7Q2M7LDU3FQV4UGGTW,account,backstop_attributed,0.0000000,0,20609.0448218,206090448218,0.0000000,0,20609.0448218,206090448218,0.141060625533,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
69,GACI727MHZHUWCFIX6NMFTBBN7TSWQS27H7KM4XPP6OOMF77LXG5AZZG,account,direct+backstop_attributed,0.0114791,114791,20486.4535024,204864535024,0.0000000,0,20486.4649815,204864649815,0.140221615812,1,Fixed,CAJJZSGMMM3PD7N33TAPHGBUGTB43OC73HVIK2L2G6BNGGGYOSSYBXBD
